probe_id,query,entrezgene,name,symbol,alias,taxid,HGNC,gene,gene_unique
209515_s_at,RAB27A,5873,"RAB27A, member RAS oncogene family",RAB27A,"GS2, HsT18676, RAB27, RAM",9606,HGNC:9766,RAB27A,RAB27A
217763_s_at,RAB31,11031,"RAB31, member RAS oncogene family",RAB31,Rab22B,9606,HGNC:9771,RAB31,RAB31
213531_s_at,RAB3GAP1,22930,RAB3 GTPase activating protein catalytic subunit 1,RAB3GAP1,"MARTS2, P130, RAB3GAP, RAB3GAP130, WARBM1",9606,HGNC:17063,RAB3GAP1,RAB3GAP1
203582_s_at,RAB4A,5867,"RAB4A, member RAS oncogene family",RAB4A,"HRES-1, HRES-1/RAB4, HRES1, RAB4",9606,HGNC:9781,RAB4A,RAB4A
203573_s_at,RABGGTA,5875,Rab geranylgeranyltransferase subunit alpha,RABGGTA,PTAR3,9606,HGNC:9795,RABGGTA,RABGGTA
207419_s_at,RAC2,5880,Rac family small GTPase 2,RAC2,"EN-7, Gx, HSPC022, IMD73A, IMD73B",9606,HGNC:9802,RAC2,RAC2
201223_s_at,RAD23B,5887,"RAD23 homolog B, nucleotide excision repair protein",RAD23B,"HHR23B, HR23B, P58",9606,HGNC:9813,RAD23B,RAD23B
206066_s_at,RAD51C,5889,RAD51 paralog C,RAD51C,"BROVCA3, FANCO, R51H3, RAD51L2",9606,HGNC:9820,RAD51C,RAD51C
204828_at,RAD9A,5883,RAD9 checkpoint clamp component A,RAD9A,RAD9,9606,HGNC:9827,RAD9A,RAD9A
211318_s_at,RAE1,8480,ribonucleic acid export 1,RAE1,"Gle2, MIG14, MRNP41, Mnrp41, dJ481F12.3",9606,HGNC:9828,RAE1,RAE1
202052_s_at,RAI14,26064,retinoic acid induced 14,RAI14,"NORPEG, RAI13",9606,HGNC:14873,RAI14,RAI14
214435_x_at,RALA,5898,RAS like proto-oncogene A,RALA,"HINCONS, RAL",9606,HGNC:9839,RALA,RALA
202100_at,RALB,5899,RAS like proto-oncogene B,RALB,,9606,HGNC:9840,RALB,RALB
209050_s_at,RALGDS,5900,ral guanine nucleotide dissociation stimulator,RALGDS,"RGDS, RGF, RalGEF",9606,HGNC:9842,RALGDS,RALGDS
202362_at,RAP1A,5906,"RAP1A, member of RAS oncogene family",RAP1A,"C21KG, G-22K, KREV-1, KREV1, RAP1",9606,HGNC:9855,RAP1A,RAP1A
203911_at,RAP1GAP,5909,RAP1 GTPase activating protein,RAP1GAP,"RAP1GA1, RAP1GAP1, RAP1GAPII, RAPGAP",9606,HGNC:9858,RAP1GAP,RAP1GAP
211605_s_at,RARA,5914,retinoic acid receptor alpha,RARA,"NR1B1, RAR, RARalpha",9606,HGNC:9864,RARA,RARA
202677_at,RASA1,5921,RAS p21 protein activator 1,RASA1,"CM-AVM, CMAVM, CMAVM1, GAP, PKWS",9606,HGNC:9871,RASA1,RASA1
203132_at,RB1,5925,RB transcriptional corepressor 1,RB1,"OSRC, PPP1R130, RB, p105-Rb, p110-RB1",9606,HGNC:9884,RB1,RB1
219222_at,RBKS,64080,ribokinase,RBKS,"RBSK, RK",9606,HGNC:30325,RBKS,RBKS
202689_at,RBM15B,29890,RNA binding motif protein 15B,RBM15B,"HUMAGCGB, HsOTT3, OTT3",9606,HGNC:24303,RBM15B,RBM15B
212591_at,RBM34,23029,RNA binding motif protein 34,RBM34,,9606,HGNC:28965,RBM34,RBM34
201967_at,RBM6,10180,RNA binding motif protein 6,RBM6,"3G2, DEF-3, DEF3, HLC-11, NY-LU-12",9606,HGNC:9903,RBM6,RBM6
208872_s_at,REEP5,7905,receptor accessory protein 5,REEP5,"C5orf18, D5S346, DP1, POB16, TB2",9606,HGNC:30077,REEP5,REEP5
205205_at,RELB,5971,"RELB proto-oncogene, NF-kB subunit",RELB,"I-REL, IMD53, IREL, REL-B",9606,HGNC:9956,RELB,RELB
203696_s_at,RFC2,5982,replication factor C subunit 2,RFC2,RFC40,9606,HGNC:9970,RFC2,RFC2
203209_at,RFC5,5985,replication factor C subunit 5,RFC5,RFC36,9606,HGNC:9973,RFC5,RFC5
212968_at,RFNG,5986,RFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase,RFNG,,9606,HGNC:9974,RFNG,RFNG
202963_at,RFX5,5993,regulatory factor X5,RFX5,,9606,HGNC:9986,RFX5,RFX5
202388_at,RGS2,5997,regulator of G protein signaling 2,RGS2,G0S8,9606,HGNC:9998,RGS2,RGS2
201453_x_at,RHEB,6009,"Ras homolog, mTORC1 binding",RHEB,RHEB2,9606,HGNC:10011,RHEB,RHEB
200059_s_at,RHOA,387,ras homolog family member A,RHOA,"ARH12, ARHA, EDFAOB, RHO12, RHOH12",9606,HGNC:667,RHOA,RHOA
212651_at,RHOBTB1,9886,Rho related BTB domain containing 1,RHOBTB1,,9606,HGNC:18738,RHOBTB1,RHOBTB1
207993_s_at,CHP,171177,ras homolog family member V,RHOV,"ARHV, CHP, WRCH2",9606,HGNC:18313,CHP,CHP
212047_s_at,RNF167,26001,ring finger protein 167,RNF167,"5730408C10Rik, LP2254, RING105",9606,HGNC:24544,RNF167,RNF167
206050_s_at,RNH1,6050,ribonuclease/angiogenin inhibitor 1,RNH1,"RAI, RNH",9606,HGNC:10074,RNH1,RNH1
202683_s_at,RNMT,8731,RNA guanine-7 methyltransferase,RNMT,"CMT1, CMT1c, MET, Met, N7-MTase",9606,HGNC:10075,RNMT,RNMT
200060_s_at,RNPS1,10921,RNA binding protein with serine rich domain 1,RNPS1,E5.1,9606,HGNC:10080,RNPS1,RNPS1
201528_at,RPA1,6117,replication protein A1,RPA1,"HSSB, MST075, PFBMFT6, REPA1, RF-A",9606,HGNC:10289,RPA1,RPA1
201756_at,RPA2,6118,replication protein A2,RPA2,"REPA2, RP-A p32, RP-A p34, RPA32",9606,HGNC:10290,RPA2,RPA2
209507_at,RPA3,6119,replication protein A3,RPA3,"REPA3, RP-A p14",9606,HGNC:10291,RPA3,RPA3
218462_at,BXDC5,80135,ribosome production factor 1 homolog,RPF1,BXDC5,9606,HGNC:30350,BXDC5,BXDC5
212973_at,RPIA,22934,ribose 5-phosphate isomerase A,RPIA,"RPI, RPIAD",9606,HGNC:10297,RPIA,RPIA
210115_at,RPL39L,116832,ribosomal protein L39 like,RPL39L,"L39-2, RPL39L1",9606,HGNC:17094,RPL39L,RPL39L
201011_at,RPN1,6184,ribophorin I,RPN1,"OST1, RBPH1",9606,HGNC:10381,RPN1,RPN1
205562_at,RPP38,10557,ribonuclease P/MRP subunit p38,RPP38,,9606,HGNC:30329,RPP38,RPP38
200024_at,RPS5,6193,ribosomal protein S5,RPS5,S5,9606,HGNC:10426,RPS5,RPS5
200081_s_at,RPS6,6194,ribosomal protein S6,RPS6,S6,9606,HGNC:10429,RPS6,RPS6
203379_at,RPS6KA1,6195,ribosomal protein S6 kinase A1,RPS6KA1,"HU-1, MAPKAPK1, MAPKAPK1A, RSK, RSK1",9606,HGNC:10430,RPS6KA1,RPS6KA1
201628_s_at,RRAGA,10670,Ras related GTP binding A,RRAGA,"FIP-1, FIP1, RAGA",9606,HGNC:16963,RRAGA,RRAGA
216913_s_at,RRP12,23223,ribosomal RNA processing 12 homolog,RRP12,KIAA0690,9606,HGNC:29100,RRP12,RRP12
212846_at,RRP1B,23076,ribosomal RNA processing 1B,RRP1B,"KIAA0179, NNP1L, Nnp1, PPP1R136, RRP1",9606,HGNC:23818,RRP1B,RRP1B
203171_s_at,KIAA0409,23378,ribosomal RNA processing 8,RRP8,"KIAA0409, NML",9606,HGNC:29030,KIAA0409,KIAA0409
209567_at,RRS1,23212,ribosome biogenesis regulator 1 homolog,RRS1,,9606,HGNC:17083,RRS1,RRS1
201980_s_at,RSU1,6251,Ras suppressor protein 1,RSU1,RSP-1,9606,HGNC:10464,RSU1,RSU1
203594_at,RTCD1,8634,RNA 3'-terminal phosphate cyclase,RTCA,"RPC, RTC1, RTCD1",9606,HGNC:17981,RTCD1,RTCD1
34408_at,RTN2,6253,reticulon 2,RTN2,"NSP2, NSPL1, NSPLI, SPG12",9606,HGNC:10468,RTN2,RTN2
201614_s_at,RUVBL1,8607,RuvB like AAA ATPase 1,RUVBL1,"ECP-54, ECP54, INO80H, NMP 238, NMP238",9606,HGNC:10474,RUVBL1,RUVBL1
204808_s_at,TMEM5,10329,ribitol xylosyltransferase 1,RXYLT1,"HP10481, MDDGA10, TMEM5",9606,HGNC:13530,TMEM5,TMEM5
202598_at,S100A13,6284,S100 calcium binding protein A13,S100A13,,9606,HGNC:10490,S100A13,S100A13
203186_s_at,S100A4,6275,S100 calcium binding protein A4,S100A4,"18A2, 42A, CAPL, FSP1, MTS1",9606,HGNC:10494,S100A4,S100A4
202797_at,SACM1L,22908,SAC1 like phosphatidylinositide phosphatase,SACM1L,SAC1,9606,HGNC:17059,SACM1L,SACM1L
208741_at,SAP18,10284,Sin3A associated protein 18,SAP18,"2HOR0202, SAP18P",9606,HGNC:10530,SAP18,SAP18
203408_s_at,SATB1,6304,SATB homeobox 1,SATB1,"DEFDA, KTZSL",9606,HGNC:10541,SATB1,SATB1
203250_at,RBM16,22828,SR-related CTD associated factor 8,SCAF8,RBM16,9606,HGNC:20959,RBM16,RBM16
218206_x_at,SCAND1,51282,SCAN domain containing 1,SCAND1,"RAZ1, SDP1",9606,HGNC:10566,SCAND1,SCAND1
201819_at,SCARB1,949,scavenger receptor class B member 1,SCARB1,"CD36L1, CLA-1, CLA1, HDLQTL6, SR-BI",9606,HGNC:1664,SCARB1,SCARB1
201825_s_at,SCCPDH,51097,saccharopine dehydrogenase (putative),SCCPDH,"CGI-49, NET11",9606,HGNC:24275,SCCPDH,SCCPDH
201339_s_at,SCP2,6342,sterol carrier protein 2,SCP2,"NLTP, NSL-TP, SCOX, SCP-2, SCP-CHI",9606,HGNC:10606,SCP2,SCP2
201462_at,SCRN1,9805,secernin 1,SCRN1,SES1,9606,HGNC:22192,SCRN1,SCRN1
205607_s_at,SCYL3,57147,SCY1 like pseudokinase 3,SCYL3,"PACE-1, PACE1",9606,HGNC:19285,SCYL3,SCYL3
202675_at,SDHB,6390,succinate dehydrogenase complex iron sulfur subunit B,SDHB,"CWS2, IP, MC2DN4, PGL4, SDH",9606,HGNC:10681,SDHB,SDHB
202083_s_at,SEC14L1,6397,SEC14 like lipid binding 1,SEC14L1,"PRELID4A, SEC14L",9606,HGNC:10698,SEC14L1,SEC14L1
202798_at,SEC24B,10427,"SEC24 homolog B, COPII coat complex component",SEC24B,SEC24,9606,HGNC:10704,SEC24B,SEC24B
202361_at,SEC24C,9632,"SEC24 homolog C, COPII coat complex component",SEC24C,,9606,HGNC:10705,SEC24C,SEC24C
219499_at,SEC61A2,55176,SEC61 translocon subunit alpha 2,SEC61A2,,9606,HGNC:17702,SEC61A2,SEC61A2
57703_at,SENP5,205564,SUMO specific peptidase 5,SENP5,,9606,HGNC:28407,SENP5,SENP5
202318_s_at,SENP6,26054,SUMO specific peptidase 6,SENP6,"SSP1, SUSP1",9606,HGNC:20944,SENP6,SENP6
202627_s_at,SERPINE1,5054,serpin family E member 1,SERPINE1,"PAI, PAI-1, PAI1, PLANH1",9606,HGNC:8583,SERPINE1,SERPINE1
219382_at,SERTAD3,29946,SERTA domain containing 3,SERTAD3,RBT1,9606,HGNC:17931,SERTAD3,SERTAD3
218346_s_at,SESN1,27244,sestrin 1,SESN1,"PA26, SEST1",9606,HGNC:21595,SESN1,SESN1
213153_at,SETD1B,23067,"SET domain containing 1B, histone lysine methyltransferase",SETD1B,"IDDSELD, KMT2G, Set1B",9606,HGNC:29187,SETD1B,SETD1B
203155_at,SETDB1,9869,SET domain bifurcated histone lysine methyltransferase 1,SETDB1,"ESET, H3-K9-HMTase4, KG1T, KMT1E, TDRD21",9606,HGNC:10761,SETDB1,SETDB1
213370_s_at,SFMBT1,51460,Scm like with four mbt domains 1,SFMBT1,"RU1, SFMBT, hSFMBT",9606,HGNC:20255,SFMBT1,SFMBT1
209260_at,SFN,2810,stratifin,SFN,YWHAS,9606,HGNC:10773,SFN,SFN
205120_s_at,SGCB,6443,sarcoglycan beta,SGCB,"A3b, LGMD2E, LGMDR4, SGC",9606,HGNC:10806,SGCB,SGCB
201739_at,SGK1,6446,serum/glucocorticoid regulated kinase 1,SGK1,SGK,9606,HGNC:10810,SGK1,SGK1
201811_x_at,SH3BP5,9467,SH3 domain binding protein 5,SH3BP5,"SAB, SH3BP-5",9606,HGNC:10827,SH3BP5,SH3BP5
204656_at,SHB,6461,SH2 domain containing adaptor protein B,SHB,bA3J10.2,9606,HGNC:10838,SHB,SHB
201469_s_at,SHC1,6464,SHC adaptor protein 1,SHC1,"SHC, SHCA",9606,HGNC:10840,SHC1,SHC1
208078_s_at,SIK1,150094,salt inducible kinase 1,SIK1,"DEE30, MSK, SIK, SIK-1, SIK1B",9606,HGNC:11142,SIK1,SIK1
221562_s_at,SIRT3,23410,sirtuin 3,SIRT3,SIR2L3,9606,HGNC:14931,SIRT3,SIRT3
203727_at,SKIV2L,6499,SKI2 subunit of superkiller complex,SKIC2,"170A, DDX13, HLP, SKI2, SKI2W",9606,HGNC:10898,SKIV2L,SKIV2L
221531_at,WDR61,80349,SKI8 subunit of superkiller complex,SKIC8,"REC14, SKI8, WDR61",9606,HGNC:30300,WDR61,WDR61
200711_s_at,SKP1,6500,S-phase kinase associated protein 1,SKP1,"EMC19, OCP-II, OCP2, SKP1A, TCEB1L",9606,HGNC:10899,SKP1,SKP1
203123_s_at,SLC11A2,4891,solute carrier family 11 member 2,SLC11A2,"AHMIO1, DCT1, DMT1, NRAMP2",9606,HGNC:10908,SLC11A2,SLC11A2
207038_at,SLC16A6,9120,solute carrier family 16 member 6,SLC16A6,"MCT6, MCT7",9606,HGNC:10927,SLC16A6,SLC16A6
212811_x_at,SLC1A4,6509,solute carrier family 1 member 4,SLC1A4,"ASCT1, SATT, SPATCCM",9606,HGNC:10942,SLC1A4,SLC1A4
203775_at,SLC25A13,10165,solute carrier family 25 member 13,SLC25A13,"ARALAR2, CITRIN, CTLN2, NICCD",9606,HGNC:10983,SLC25A13,SLC25A13
204587_at,SLC25A14,9016,solute carrier family 25 member 14,SLC25A14,"BMCP1, UCP5",9606,HGNC:10984,SLC25A14,SLC25A14
202825_at,SLC25A4,291,solute carrier family 25 member 4,SLC25A4,"AAC1, ANT, ANT 1, ANT1, MTDPS12",9606,HGNC:10990,SLC25A4,SLC25A4
212833_at,SLC25A46,91137,solute carrier family 25 member 46,SLC25A46,"HMSN6B, PCH1E",9606,HGNC:25198,SLC25A46,SLC25A46
222217_s_at,SLC27A3,11000,solute carrier family 27 member 3,SLC27A3,"ACSVL3, FATP3, VLCS-3",9606,HGNC:10997,SLC27A3,SLC27A3
201250_s_at,SLC2A1,6513,solute carrier family 2 member 1,SLC2A1,"CSE, DYT17, DYT18, DYT9, EIG12",9606,HGNC:11005,SLC2A1,SLC2A1
220091_at,SLC2A6,11182,solute carrier family 2 member 6,SLC2A6,"GLUT6, GLUT9, HSA011372",9606,HGNC:11011,SLC2A6,SLC2A6
203306_s_at,SLC35A1,10559,solute carrier family 35 member A1,SLC35A1,"CDG2F, CMPST, CST, hCST",9606,HGNC:11021,SLC35A1,SLC35A1
206770_s_at,SLC35A3,23443,solute carrier family 35 member A3,SLC35A3,AMRS,9606,HGNC:11023,SLC35A3,SLC35A3
202433_at,SLC35B1,10237,solute carrier family 35 member B1,SLC35B1,"AXER, UGTREL1",9606,HGNC:20798,SLC35B1,SLC35B1
218826_at,SLC35F2,54733,solute carrier family 35 member F2,SLC35F2,HSNOV1,9606,HGNC:23615,SLC35F2,SLC35F2
213119_at,SLC36A1,206358,solute carrier family 36 member 1,SLC36A1,"Dct1, LYAAT1, PAT1, TRAMD3",9606,HGNC:18761,SLC36A1,SLC36A1
202830_s_at,SLC37A4,2542,solute carrier family 37 member 4,SLC37A4,"CDG2W, G6PT1, G6PT2, G6PT3, GSD1b",9606,HGNC:4061,SLC37A4,SLC37A4
204087_s_at,SLC5A6,8884,solute carrier family 5 member 6,SLC5A6,"COMNB, NERIB, SMVT, SMVTD",9606,HGNC:11041,SLC5A6,SLC5A6
205398_s_at,SMAD3,4088,SMAD family member 3,SMAD3,"HSPC193, HsT17436, JV15-2, LDS1C, LDS3",9606,HGNC:6769,SMAD3,SMAD3
213720_s_at,SMARCA4,6597,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4",SMARCA4,"BAF190, BAF190A, BRG1, CSS4, MRD16",9606,HGNC:11100,SMARCA4,SMARCA4
201074_at,SMARCC1,6599,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 1",SMARCC1,"BAF155, CRACC1, Rsc8, SRG3, SWI3",9606,HGNC:11104,SMARCC1,SMARCC1
201827_at,SMARCD2,6603,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 2",SMARCD2,"BAF60B, CRACD2, PRO2451, Rsc6p, SGD2",9606,HGNC:11107,SMARCD2,SMARCD2
201589_at,SMC1A,8243,structural maintenance of chromosomes 1A,SMC1A,"CDLS2, DEE85, DXS423E, EIEE85, SB1.8",9606,HGNC:11111,SMC1A,SMC1A
209257_s_at,SMC3,9126,structural maintenance of chromosomes 3,SMC3,"BAM, BMH, CDLS3, CSPG6, HCAP",9606,HGNC:2468,SMC3,SMC3
201664_at,SMC4,10051,structural maintenance of chromosomes 4,SMC4,"CAP-C, CAPC, SMC-4, SMC4L1",9606,HGNC:14013,SMC4,SMC4
201794_s_at,SMG7,9887,SMG7 nonsense mediated mRNA decay factor,SMG7,"C1orf16, EST1C, SGA56M",9606,HGNC:16792,SMG7,SMG7
200071_at,SMNDC1,10285,survival motor neuron domain containing 1,SMNDC1,"SMNR, SPF30, TDRD16C",9606,HGNC:16900,SMNDC1,SMNDC1
218788_s_at,SMYD3,64754,SET and MYND domain containing 3,SMYD3,"KMT3E, ZMYND1, ZNFN3A1, bA74P14.1",9606,HGNC:15513,SMYD3,SMYD3
202507_s_at,SNAP25,6616,synaptosome associated protein 25,SNAP25,"CMS18, RIC-4, RIC4, SEC9, SNAP",9606,HGNC:11132,SNAP25,SNAP25
204466_s_at,SNCA,6622,synuclein alpha,SNCA,"NACP, PARK1, PARK4, PD1",9606,HGNC:11138,SNCA,SNCA
202691_at,SNRPD1,6632,small nuclear ribonucleoprotein D1 polypeptide,SNRPD1,"HsT2456, SMD1, SNRPD, Sm-D1",9606,HGNC:11158,SNRPD1,SNRPD1
203832_at,SNRPF,6636,small nuclear ribonucleoprotein polypeptide F,SNRPF,"SMF, Sm-F, snRNP-F",9606,HGNC:11162,SNRPF,SNRPF
220140_s_at,SNX11,29916,sorting nexin 11,SNX11,,9606,HGNC:14975,SNX11,SNX11
213292_s_at,SNX13,23161,sorting nexin 13,SNX13,RGS-PX1,9606,HGNC:21335,SNX13,SNX13
202114_at,SNX2,6643,sorting nexin 2,SNX2,TRG-9,9606,HGNC:11173,SNX2,SNX2
217789_at,SNX6,58533,sorting nexin 6,SNX6,"MSTP010, TFAF2",9606,HGNC:14970,SNX6,SNX6
205573_s_at,SNX7,51375,sorting nexin 7,SNX7,,9606,HGNC:14971,SNX7,SNX7
203373_at,SOCS2,8835,suppressor of cytokine signaling 2,SOCS2,"CIS2, Cish2, SOCS-2, SSI-2, SSI2",9606,HGNC:19382,SOCS2,SOCS2
209253_at,SORBS3,10174,sorbin and SH3 domain containing 3,SORBS3,"SCAM-1, SCAM1, SH3D4",9606,HGNC:30907,SORBS3,SORBS3
213721_at,SOX2,6657,SRY-box transcription factor 2,SOX2,"ANOP3, MCOPS3",9606,HGNC:11195,SOX2,SOX2
201416_at,SOX4,6659,SRY-box transcription factor 4,SOX4,"CSS10, EVI16",9606,HGNC:11200,SOX4,SOX4
219888_at,SPAG4,6676,sperm associated antigen 4,SPAG4,"CT127, SUN4",9606,HGNC:11214,SPAG4,SPAG4
200053_at,SPAG7,9552,sperm associated antigen 7,SPAG7,"ACRP, FSA-1",9606,HGNC:11216,SPAG7,SPAG7
214404_x_at,SPDEF,25803,SAM pointed domain containing ETS transcription factor,SPDEF,"PDEF, bA375E1.3",9606,HGNC:17257,SPDEF,SPDEF
201997_s_at,SPEN,23013,spen family transcriptional repressor,SPEN,"HIAA0929, MINT, RATARS, RBM15C, SHARP",9606,HGNC:17575,SPEN,SPEN
209875_s_at,SPP1,6696,secreted phosphoprotein 1,SPP1,"BNSP, BSPI, ETA-1, OPN",9606,HGNC:11255,SPP1,SPP1
203458_at,SPR,6697,sepiapterin reductase,SPR,SDR38C1,9606,HGNC:11257,SPR,SPR
212458_at,SPRED2,200734,sprouty related EVH1 domain containing 2,SPRED2,"NS14, Spred-2",9606,HGNC:17722,SPRED2,SPRED2
208611_s_at,SPTAN1,6709,"spectrin alpha, non-erythrocytic 1",SPTAN1,"DEE5, EIEE5, NEAS, SPTA2",9606,HGNC:11273,SPTAN1,SPTAN1
203127_s_at,SPTLC2,9517,serine palmitoyltransferase long chain base subunit 2,SPTLC2,"HSN1C, LCB2, LCB2A, NSAN1C, SPT2",9606,HGNC:11278,SPTLC2,SPTLC2
217995_at,SQRDL,58472,sulfide quinone oxidoreductase,SQOR,"CGI-44, PRO1975, SQR, SQRDL",9606,HGNC:20390,SQRDL,SQRDL
201471_s_at,SQSTM1,8878,sequestosome 1,SQSTM1,"A170, DMRV, FTDALS3, NADGP, OSIL",9606,HGNC:11280,SQSTM1,SQSTM1
213324_at,SRC,6714,"SRC proto-oncogene, non-receptor tyrosine kinase",SRC,"ASV, SRC1, THC6, c-SRC, p60-Src",9606,HGNC:11283,SRC,SRC
202401_s_at,SRF,6722,serum response factor,SRF,MCM1,9606,HGNC:11291,SRF,SRF
218140_x_at,SRPRB,58477,SRP receptor subunit beta,SRPRB,"APMCF1, SR-beta",9606,HGNC:24085,SRPRB,SRPRB
201225_s_at,SRRM1,10250,serine and arginine repetitive matrix 1,SRRM1,"160-KD, POP101, SRM160",9606,HGNC:16638,SRRM1,SRRM1
213152_s_at,SFRS2B,10929,serine and arginine rich splicing factor 8,SRSF8,"DSM-1, SFRS2B, SRP46",9606,HGNC:16988,SFRS2B,SFRS2B
203787_at,SSBP2,23635,single stranded DNA binding protein 2,SSBP2,"HSPC116, SOSS-B2",9606,HGNC:15831,SSBP2,SSBP2
203217_s_at,ST3GAL5,8869,"ST3 beta-galactoside alpha-2,3-sialyltransferase 5",ST3GAL5,"SATI, SIAT9, SIATGM3S, SPDRS, ST3Gal V",9606,HGNC:10872,ST3GAL5,ST3GAL5
204542_at,ST6GALNAC2,10610,"ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 2",ST6GALNAC2,"SAITL1, SIAT7, SIAT7B, SIATL1, ST6GalNAII",9606,HGNC:10867,ST6GALNAC2,ST6GALNAC2
207871_s_at,ST7,7982,suppression of tumorigenicity 7,ST7,"ETS7q, FAM4A, FAM4A1, HELG, RAY1",9606,HGNC:11351,ST7,ST7
202811_at,STAMBP,10617,STAM binding protein,STAMBP,"AMSH, MICCAP",9606,HGNC:16950,STAMBP,STAMBP
221610_s_at,STAP2,55620,signal transducing adaptor family member 2,STAP2,BKS,9606,HGNC:30430,STAP2,STAP2
200887_s_at,STAT1,6772,signal transducer and activator of transcription 1,STAT1,"CANDF7, IMD31A, IMD31B, IMD31C, ISGF-3",9606,HGNC:11362,STAT1,STAT1
208992_s_at,STAT3,6774,signal transducer and activator of transcription 3,STAT3,"ADMIO, ADMIO1, APRF, HIES",9606,HGNC:11364,STAT3,STAT3
205026_at,STAT5B,6777,signal transducer and activator of transcription 5B,STAT5B,"GHISID2, STAT5",9606,HGNC:11367,STAT5B,STAT5B
201331_s_at,STAT6,6778,signal transducer and activator of transcription 6,STAT6,"D12S1644, IL-4-STAT, STAT6B, STAT6C",9606,HGNC:11368,STAT6,STAT6
213851_at,TMEM110,375346,STIM activating enhancer,STIMATE,TMEM110,9606,HGNC:30526,TMEM110,TMEM110
203047_at,STK10,6793,serine/threonine kinase 10,STK10,"LOK, PRO2729",9606,HGNC:11388,STK10,STK10
201314_at,STK25,10494,serine/threonine kinase 25,STK25,"SOK1, YSK1",9606,HGNC:11404,STK25,STK25
200783_s_at,STMN1,3925,stathmin 1,STMN1,"C1orf215, LAP18, Lag, OP18, PP17",9606,HGNC:6510,STMN1,STMN1
217934_x_at,STUB1,10273,STIP1 homology and U-box containing protein 1,STUB1,"CHIP, HSPABP2, NY-CO-7, SCA48, SCAR16",9606,HGNC:11427,STUB1,STUB1
204729_s_at,STX1A,6804,syntaxin 1A,STX1A,"HPC-1, P35-1, STX1, SYN1A",9606,HGNC:11433,STX1A,STX1A
203530_s_at,STX4,6810,syntaxin 4,STX4,"STX4A, p35-2",9606,HGNC:11439,STX4,STX4
202260_s_at,STXBP1,6812,syntaxin binding protein 1,STXBP1,"DEE4, MUNC18-1, N-Sec1, NSEC1, P67",9606,HGNC:11444,STXBP1,STXBP1
209367_at,STXBP2,6813,syntaxin binding protein 2,STXBP2,"FHL5, Hunc18b, MUNC18-2, UNC18-2, UNC18B",9606,HGNC:11445,STXBP2,STXBP2
212894_at,SUPV3L1,6832,Suv3 like RNA helicase,SUPV3L1,SUV3,9606,HGNC:11471,SUPV3L1,SUPV3L1
218619_s_at,SUV39H1,6839,SUV39H1 histone lysine methyltransferase,SUV39H1,"H3-K9-HMTase 1, KMT1A, MG44, SUV39H",9606,HGNC:11479,SUV39H1,SUV39H1
212287_at,SUZ12,23512,SUZ12 polycomb repressive complex 2 subunit,SUZ12,"CHET9, IMMAS, JJAZ1",9606,HGNC:17101,SUZ12,SUZ12
209307_at,SWAP70,23075,switching B cell complex subunit SWAP70,SWAP70,"HSPC321, SWAP-70",9606,HGNC:17070,SWAP70,SWAP70
207540_s_at,SYK,6850,spleen associated tyrosine kinase,SYK,"IMD82, p72-Syk",9606,HGNC:11491,SYK,SYK
202761_s_at,SYNE2,23224,spectrin repeat containing nuclear envelope protein 2,SYNE2,"EDMD5, KASH2, NUA, NUANCE, Nesp2",9606,HGNC:17084,SYNE2,SYNE2
205691_at,SYNGR3,9143,synaptogyrin 3,SYNGR3,,9606,HGNC:11501,SYNGR3,SYNGR3
201260_s_at,SYPL1,6856,synaptophysin like 1,SYPL1,"H-SP1, SYPL",9606,HGNC:11507,SYPL1,SYPL1
202813_at,TARBP1,6894,TAR (HIV-1) RNA binding protein 1,TARBP1,"TRM3, TRMT3, TRP-185, TRP185",9606,HGNC:11568,TARBP1,TARBP1
201263_at,TARS,6897,threonyl-tRNA synthetase 1,TARS1,"TARS, TTD7, ThrRS",9606,HGNC:11572,TARS,TARS
203648_at,TATDN2,9797,TatD DNase domain containing 2,TATDN2,,9606,HGNC:28988,TATDN2,TATDN2
214061_at,WDR67,93594,TBC1 domain family member 31,TBC1D31,"Gm85, WDR67",9606,HGNC:30888,WDR67,WDR67
212054_x_at,TBC1D9B,23061,TBC1 domain family member 9B,TBC1D9B,GRAMD9B,9606,HGNC:29097,TBC1D9B,TBC1D9B
201804_x_at,TBCB,1155,tubulin folding cofactor B,TBCB,"CG22, CKAP1, CKAPI",9606,HGNC:1989,TBCB,TBCB
203135_at,TBP,6908,TATA-box binding protein,TBP,"GTF2D, GTF2D1, HDL4, SCA17, TBP1",9606,HGNC:11588,TBP,TBP
208398_s_at,TBPL1,9519,TATA-box binding protein like 1,TBPL1,"MGC:8389, MGC:9620, STUD, TLF, TLP",9606,HGNC:11589,TBPL1,TBPL1
213417_at,TBX2,6909,T-box transcription factor 2,TBX2,VETD,9606,HGNC:11597,TBX2,TBX2
336_at,TBXA2R,6915,thromboxane A2 receptor,TBXA2R,"BDPLT13, TXA2-R",9606,HGNC:11608,TBXA2R,TBXA2R
