probe_id,query,entrezgene,name,symbol,alias,taxid,HGNC,gene,gene_unique
205741_s_at,DTNA,1837,dystrobrevin alpha,DTNA,"D18S892E, DRP3, DTN, DTN-A, LVNC1",9606,HGNC:3057,DTNA,DTNA
202703_at,DUSP11,8446,dual specificity phosphatase 11,DUSP11,PIR1,9606,HGNC:3066,DUSP11,DUSP11
203367_at,DUSP14,11072,dual specificity phosphatase 14,DUSP14,"MKP-L, MKP6",9606,HGNC:17007,DUSP14,DUSP14
218845_at,DUSP22,56940,dual specificity phosphatase 22,DUSP22,"JKAP, JSP-1, JSP1, LMW-DSP2, LMWDSP2",9606,HGNC:16077,DUSP22,DUSP22
201536_at,DUSP3,1845,dual specificity phosphatase 3,DUSP3,VHR,9606,HGNC:3069,DUSP3,DUSP3
204014_at,DUSP4,1846,dual specificity phosphatase 4,DUSP4,"HVH2, MKP-2, MKP2, TYP",9606,HGNC:3070,DUSP4,DUSP4
208891_at,DUSP6,1848,dual specificity phosphatase 6,DUSP6,"HH19, MKP3, PYST1",9606,HGNC:3072,DUSP6,DUSP6
203303_at,DYNLT3,6990,dynein light chain Tctex-type 3,DYNLT3,"RP3, TCTE1L, TCTEX1L",9606,HGNC:11694,DYNLT3,DYNLT3
210151_s_at,DYRK3,8444,dual specificity tyrosine phosphorylation regulated kinase 3,DYRK3,"DYRK5, RED, REDK, hYAK3-2",9606,HGNC:3094,DYRK3,DYRK3
207042_at,E2F2,1870,E2F transcription factor 2,E2F2,E2F-2,9606,HGNC:3114,E2F2,E2F2
202623_at,EAPP,55837,E2F associated phosphoprotein,EAPP,"BM036, C14orf11",9606,HGNC:19312,EAPP,EAPP
201323_at,EBNA1BP2,10969,EBNA1 binding protein 2,EBNA1BP2,"EBP2, NOBP, P40",9606,HGNC:15531,EBNA1BP2,EBNA1BP2
202735_at,EBP,10682,EBP cholestenol delta-isomerase,EBP,"CDPX2, CHO2, CPX, CPXD, MEND",9606,HGNC:3133,EBP,EBP
203013_at,ECD,11319,ecdysoneless cell cycle regulator,ECD,"GCR2, HSGT1, SGT1",9606,HGNC:17029,ECD,ECD
200789_at,ECH1,1891,enoyl-CoA hydratase 1,ECH1,HPXEL,9606,HGNC:3149,ECH1,ECH1
219974_x_at,ECHDC1,55862,ethylmalonyl-CoA decarboxylase 1,ECHDC1,"HEL-S-76, MMCD, dJ351K20.2",9606,HGNC:21489,ECHDC1,ECHDC1
203279_at,EDEM1,9695,ER degradation enhancing alpha-mannosidase like protein 1,EDEM1,EDEM,9606,HGNC:18967,EDEM1,EDEM1
218995_s_at,EDN1,1906,endothelin 1,EDN1,"ARCND3, ET1, HDLCQ7, PPET1, QME",9606,HGNC:3176,EDN1,EDN1
209572_s_at,EED,8726,embryonic ectoderm development,EED,"COGIS, HEED, WAIT1",9606,HGNC:3188,EED,EED
201778_s_at,KIAA0494,9813,EF-hand calcium binding domain 14,EFCAB14,KIAA0494,9606,HGNC:29051,KIAA0494,KIAA0494
205031_at,EFNB3,1949,ephrin B3,EFNB3,"EFL6, EPLG8, LERK8",9606,HGNC:3228,EFNB3,EFNB3
206254_at,EGF,1950,epidermal growth factor,EGF,"HOMG4, URG",9606,HGNC:3229,EGF,EGF
201984_s_at,EGFR,1956,epidermal growth factor receptor,EGFR,"ERBB, ERBB1, ERRP, HER1, NISBD2",9606,HGNC:3236,EGFR,EGFR
201693_s_at,EGR1,1958,early growth response 1,EGR1,"AT225, G0S30, KROX-24, NGFI-A, TIS8",9606,HGNC:3238,EGR1,EGR1
201738_at,EIF1B,10289,eukaryotic translation initiation factor 1B,EIF1B,GC20,9606,HGNC:30792,EIF1B,EIF1B
221539_at,EIF4EBP1,1978,eukaryotic translation initiation factor 4E binding protein 1,EIF4EBP1,"4E-BP1, 4EBP1, BP-1, PHAS-I",9606,HGNC:3288,EIF4EBP1,EIF4EBP1
208624_s_at,EIF4G1,1981,eukaryotic translation initiation factor 4 gamma 1,EIF4G1,"EIF-4G1, EIF4F, EIF4G, EIF4GI, P220",9606,HGNC:3296,EIF4G1,EIF4G1
208708_x_at,EIF5,1983,eukaryotic translation initiation factor 5,EIF5,"EIF-5, EIF-5A",9606,HGNC:3299,EIF5,EIF5
201767_s_at,ELAC2,60528,elaC ribonuclease Z 2,ELAC2,"COXPD17, ELC2, HPC2",9606,HGNC:14198,ELAC2,ELAC2
201727_s_at,ELAVL1,1994,ELAV like RNA binding protein 1,ELAVL1,"ELAV1, HUR, Hua, MelG",9606,HGNC:3312,ELAVL1,ELAVL1
204256_at,ELOVL6,79071,ELOVL fatty acid elongase 6,ELOVL6,"FACE, FAE, LCE, hELO2",9606,HGNC:15829,ELOVL6,ELOVL6
202491_s_at,IKBKAP,8518,elongator acetyltransferase complex subunit 1,ELP1,"DYS, FD, IKAP, IKBKAP, IKI3",9606,HGNC:5959,IKBKAP,IKBKAP
203442_x_at,EML3,256364,EMAP like 3,EML3,"ELP95, EMAP3, EMAP95",9606,HGNC:26666,EML3,EML3
217956_s_at,ENOPH1,58478,enolase-phosphatase 1,ENOPH1,"E1, MASA, MST145, mtnC",9606,HGNC:24599,ENOPH1,ENOPH1
204143_s_at,ENOSF1,55556,enolase superfamily member 1,ENOSF1,"FUCD, RTS, TYMSAS",9606,HGNC:30365,ENOSF1,ENOSF1
201704_at,ENTPD6,955,ectonucleoside triphosphate diphosphohydrolase 6,ENTPD6,"CD39L2, IL-6SAG, IL6ST2, NTPDase-6, dJ738P15.3",9606,HGNC:3368,ENTPD6,ENTPD6
201719_s_at,EPB41L2,2037,erythrocyte membrane protein band 4.1 like 2,EPB41L2,"4.1-G, 4.1G",9606,HGNC:3379,EPB41L2,EPB41L2
220161_s_at,EPB41L4B,54566,erythrocyte membrane protein band 4.1 like 4B,EPB41L4B,"CG1, EHM2, LULU2",9606,HGNC:19818,EPB41L4B,EPB41L4B
203499_at,EPHA2,1969,EPH receptor A2,EPHA2,"ARCC2, CTPA, CTPP1, CTRCT6, ECK",9606,HGNC:3386,EPHA2,EPHA2
206070_s_at,EPHA3,2042,EPH receptor A3,EPHA3,"EK4, ETK, ETK1, HEK, HEK4",9606,HGNC:3387,EPHA3,EPHA3
209588_at,EPHB2,2048,EPH receptor B2,EPHB2,"BDPLT22, CAPB, DRT, EK5, EPHT3",9606,HGNC:3393,EPHB2,EPHB2
202894_at,EPHB4,2050,EPH receptor B4,EPHB4,"CMAVM2, HFASD, HTK, LMPHM7, MYK1",9606,HGNC:3395,EPHB4,EPHB4
203464_s_at,EPN2,22905,epsin 2,EPN2,EHB21,9606,HGNC:18639,EPN2,EPN2
200843_s_at,EPRS,2058,glutamyl-prolyl-tRNA synthetase 1,EPRS1,"EARS, EPRS, GLUPRORS, HLD15, PARS",9606,HGNC:3418,EPRS,EPRS
216836_s_at,ERBB2,2064,erb-b2 receptor tyrosine kinase 2,ERBB2,"CD340, HER-2, HER-2/neu, HER2, MLN 19",9606,HGNC:3430,ERBB2,ERBB2
202454_s_at,ERBB3,2065,erb-b2 receptor tyrosine kinase 3,ERBB3,"ErbB-3, FERLK, HER3, LCCS2, MDA-BF-1",9606,HGNC:3431,ERBB3,ERBB3
203720_s_at,ERCC1,2067,"ERCC excision repair 1, endonuclease non-catalytic subunit",ERCC1,"COFS4, RAD10, UV20",9606,HGNC:3433,ERCC1,ERCC1
202414_at,ERCC5,2073,"ERCC excision repair 5, endonuclease",ERCC5,"COFS3, ERCC5-201, ERCM2, UVDR, XPG",9606,HGNC:3437,ERCC5,ERCC5
219650_at,ERCC6L,54821,"ERCC excision repair 6 like, spindle assembly checkpoint helicase",ERCC6L,"PICH, RAD26L",9606,HGNC:20794,ERCC6L,ERCC6L
202441_at,ERLIN1,10613,ER lipid raft associated 1,ERLIN1,"C10orf69, Erlin-1, KE04, KEO4, SPFH1",9606,HGNC:16947,ERLIN1,ERLIN1
218498_s_at,ERO1L,30001,endoplasmic reticulum oxidoreductase 1 alpha,ERO1A,"ERO1-L, ERO1-L-alpha, ERO1-alpha, ERO1L, ERO1LA",9606,HGNC:13280,ERO1L,ERO1L
201931_at,ETFA,2108,electron transfer flavoprotein subunit alpha,ETFA,"EMA, GA2, MADD",9606,HGNC:3481,ETFA,ETFA
202942_at,ETFB,2109,electron transfer flavoprotein subunit beta,ETFB,"FP585, MADD",9606,HGNC:3482,ETFB,ETFB
214447_at,ETS1,2113,"ETS proto-oncogene 1, transcription factor",ETS1,"ETS-1, EWSR2, c-ets-1, p54",9606,HGNC:3488,ETS1,ETS1
206501_x_at,ETV1,2115,ETS variant transcription factor 1,ETV1,ER81,9606,HGNC:3490,ETV1,ETV1
217838_s_at,EVL,51466,Enah/Vasp-like,EVL,RNB6,9606,HGNC:20234,EVL,EVL
218695_at,EXOSC4,54512,exosome component 4,EXOSC4,"RRP41, RRP41A, Rrp41p, SKI6, Ski6p",9606,HGNC:18189,EXOSC4,EXOSC4
201995_at,EXT1,2131,exostosin glycosyltransferase 1,EXT1,"EXT, LGCR, LGS, TRPS2, TTV",9606,HGNC:3512,EXT1,EXT1
203358_s_at,EZH2,2146,enhancer of zeste 2 polycomb repressive complex 2 subunit,EZH2,"ENX-1, ENX1, EZH2b, KMT6, KMT6A",9606,HGNC:3527,EZH2,EZH2
205774_at,F12,2161,coagulation factor XII,F12,"HAE3, HAEX, HAF",9606,HGNC:3530,F12,F12
202535_at,FADD,8772,Fas associated via death domain,FADD,"GIG3, IMD90, MORT1",9606,HGNC:3573,FADD,FADD
202862_at,FAH,2184,fumarylacetoacetate hydrolase,FAH,,9606,HGNC:3579,FAH,FAH
220643_s_at,FAIM,55179,Fas apoptotic inhibitory molecule,FAIM,FAIM1,9606,HGNC:18703,FAIM,FAIM
220942_x_at,FAM162A,26355,family with sequence similarity 162 member A,FAM162A,"C3orf28, E2IG5, HGTD-P",9606,HGNC:17865,FAM162A,FAM162A
202916_s_at,FAM20B,9917,FAM20B glycosaminoglycan xylosylkinase,FAM20B,gxk1,9606,HGNC:23017,FAM20B,FAM20B
201889_at,FAM3C,10447,FAM3 metabolism regulating signaling molecule C,FAM3C,"GS3786, ILEI",9606,HGNC:18664,FAM3C,FAM3C
203806_s_at,FANCA,2175,FA complementation group A,FANCA,"FA, FA-H, FA1, FAA, FACA",9606,HGNC:3582,FANCA,FANCA
218397_at,FANCL,55120,FA complementation group L,FANCL,"FAAP43, PHF9, POG",9606,HGNC:20748,FANCL,FANCL
204781_s_at,FAS,355,Fas cell surface death receptor,FAS,"ALPS1A, APO-1, APT1, CD95, FAS1",9606,HGNC:11920,FAS,FAS
219016_at,FASTKD5,60493,FAST kinase domains 5,FASTKD5,dJ1187M17.5,9606,HGNC:25790,FASTKD5,FASTKD5
201579_at,FAT1,2195,FAT atypical cadherin 1,FAT1,"CDHF7, CDHR8, FAT, ME5, hFat1",9606,HGNC:3595,FAT1,FAT1
218255_s_at,FBRS,64319,fibrosin,FBRS,"FBS, FBS1",9606,HGNC:20442,FBRS,FBRS
220127_s_at,FBXL12,54850,F-box and leucine rich repeat protein 12,FBXL12,Fbl12,9606,HGNC:13611,FBXL12,FBXL12
219208_at,FBXO11,80204,F-box protein 11,FBXO11,"FBX11, IDDFBA, PRMT9, UBR6, UG063H01",9606,HGNC:13590,FBXO11,FBXO11
212231_at,FBXO21,23014,F-box protein 21,FBXO21,FBX21,9606,HGNC:13592,FBXO21,FBXO21
201178_at,FBXO7,25793,F-box protein 7,FBXO7,"FBX, FBX07, FBX7, PARK15, PKPS",9606,HGNC:13586,FBXO7,FBXO7
213669_at,FCHO1,23149,FCH and mu domain containing endocytic adaptor 1,FCHO1,IMD76,9606,HGNC:29002,FCHO1,FCHO1
208647_at,FDFT1,2222,farnesyl-diphosphate farnesyltransferase 1,FDFT1,"DGPT, ERG9, SQS, SQSD, SS",9606,HGNC:3629,FDFT1,FDFT1
203646_at,FDX1,2230,ferredoxin 1,FDX1,"ADX, FDX, LOH11CR1D",9606,HGNC:3638,FDX1,FDX1
203562_at,FEZ1,9638,fasciculation and elongation protein zeta 1,FEZ1,UNC-76,9606,HGNC:3659,FEZ1,FEZ1
215000_s_at,FEZ2,9637,fasciculation and elongation protein zeta 2,FEZ2,HUM3CL,9606,HGNC:3660,FEZ2,FEZ2
203639_s_at,FGFR2,2263,fibroblast growth factor receptor 2,FGFR2,"BBDS, BEK, BFR-1, CD332, CEK3",9606,HGNC:3689,FGFR2,FGFR2
204579_at,FGFR4,2264,fibroblast growth factor receptor 4,FGFR4,"CD334, JTK2, TKF",9606,HGNC:3691,FGFR4,FGFR4
202949_s_at,FHL2,2274,four and a half LIM domains 2,FHL2,"AAG11, DRAL, FHL-2, SLIM-3, SLIM3",9606,HGNC:3703,FHL2,FHL2
218034_at,FIS1,51024,"fission, mitochondrial 1",FIS1,"CGI-135, TTC11",9606,HGNC:21689,FIS1,FIS1
219390_at,FKBP14,55033,FKBP prolyl isomerase 14,FKBP14,"EDSKMH, EDSKSCL2, FKBP22, IPBP12",9606,HGNC:18625,FKBP14,FKBP14
200895_s_at,FKBP4,2288,FKBP prolyl isomerase 4,FKBP4,"FKBP51, FKBP52, FKBP59, HBI, Hsp56",9606,HGNC:3720,FKBP4,FKBP4
209189_at,FOS,2353,"Fos proto-oncogene, AP-1 transcription factor subunit",FOS,"AP-1, C-FOS, p55",9606,HGNC:3796,FOS,FOS
204420_at,FOSL1,8061,"FOS like 1, AP-1 transcription factor subunit",FOSL1,"FRA, FRA1, fra-1",9606,HGNC:13718,FOSL1,FOSL1
206015_s_at,FOXJ3,22887,forkhead box J3,FOXJ3,,9606,HGNC:29178,FOXJ3,FOXJ3
204131_s_at,FOXO3,2309,forkhead box O3,FOXO3,"AF6q21, FKHRL1, FKHRL1P2, FOXO2, FOXO3A",9606,HGNC:3821,FOXO3,FOXO3
205451_at,FOXO4,4303,forkhead box O4,FOXO4,"AFX, AFX1, MLLT7",9606,HGNC:7139,FOXO4,FOXO4
202945_at,FPGS,2356,folylpolyglutamate synthase,FPGS,,9606,HGNC:3824,FPGS,FPGS
221308_at,FRS2,10818,fibroblast growth factor receptor substrate 2,FRS2,"FRS1A, FRS2A, FRS2alpha, SNT, SNT-1",9606,HGNC:16971,FRS2,FRS2
219170_at,FSD1,79187,fibronectin type III and SPRY domain containing 1,FSD1,"GLFND, MIR1",9606,HGNC:13745,FSD1,FSD1
205324_s_at,FTSJ1,24140,FtsJ RNA 2'-O-methyltransferase 1,FTSJ1,"CDLIV, JM23, MRX44, MRX9, SPB1",9606,HGNC:13254,FTSJ1,FTSJ1
206109_at,FUT1,2523,fucosyltransferase 1 (H blood group),FUT1,"H, HH, HSC",9606,HGNC:4012,FUT1,FUT1
221187_s_at,FUZ,80199,fuzzy planar cell polarity protein,FUZ,"CPLANE3, FY, NTD",9606,HGNC:26219,FUZ,FUZ
210105_s_at,FYN,2534,"FYN proto-oncogene, Src family tyrosine kinase",FYN,"SLK, SYN, p59-FYN",9606,HGNC:4037,FYN,FYN
204451_at,FZD1,8321,frizzled class receptor 1,FZD1,,9606,HGNC:4038,FZD1,FZD1
221245_s_at,FZD5,7855,frizzled class receptor 5,FZD5,"C2orf31, HFZ5",9606,HGNC:4043,FZD5,FZD5
203705_s_at,FZD7,8324,frizzled class receptor 7,FZD7,FzE3,9606,HGNC:4045,FZD7,FZD7
201503_at,G3BP1,10146,G3BP stress granule assembly factor 1,G3BP1,"G3BP, HDH-VIII",9606,HGNC:30292,G3BP1,G3BP1
202812_at,GAA,2548,alpha glucosidase,GAA,LYAG,9606,HGNC:4065,GAA,GAA
206173_x_at,GABPB1,2553,GA binding protein transcription factor subunit beta 1,GABPB1,"BABPB2, E4TF1, E4TF1-47, E4TF1-53, E4TF1B",9606,HGNC:4074,GABPB1,GABPB1
203725_at,GADD45A,1647,growth arrest and DNA damage inducible alpha,GADD45A,"DDIT1, GADD45",9606,HGNC:4095,GADD45A,GADD45A
209304_x_at,GADD45B,4616,growth arrest and DNA damage inducible beta,GADD45B,"GADD45BETA, MYD118",9606,HGNC:4096,GADD45B,GADD45B
202528_at,GALE,2582,UDP-galactose-4-epimerase,GALE,SDR1E1,9606,HGNC:4116,GALE,GALE
217398_x_at,GAPDH,2597,glyceraldehyde-3-phosphate dehydrogenase,GAPDH,"G3PD, GAPD, HEL-S-162eP",9606,HGNC:4141,GAPDH,GAPDH
203288_at,KIAA0355,9710,granule associated Rac and RHOG effector 1,GARRE1,KIAA0355,9606,HGNC:29016,KIAA0355,KIAA0355
209710_at,GATA2,2624,GATA binding protein 2,GATA2,"DCML, IMD21, MONOMAC, NFE1B",9606,HGNC:4171,GATA2,GATA2
209603_at,GATA3,2625,GATA binding protein 3,GATA3,"HDR, HDRS",9606,HGNC:4172,GATA3,GATA3
213343_s_at,GDPD5,81544,glycerophosphodiester phosphodiesterase domain containing 5,GDPD5,"GDE2, PP1665",9606,HGNC:28804,GDPD5,GDPD5
202749_at,WRB,7485,guided entry of tail-anchored proteins factor 1,GET1,"CHD5, WRB",9606,HGNC:12790,WRB,WRB
219821_s_at,GFOD1,54438,glucose-fructose oxidoreductase domain containing 1,GFOD1,"ADG-90, C6orf114",9606,HGNC:21096,GFOD1,GFOD1
202722_s_at,GFPT1,2673,glutamine--fructose-6-phosphate transaminase 1,GFPT1,"CMS12, CMSTA1, GFA, GFAT, GFAT 1",9606,HGNC:4241,GFPT1,GFPT1
36936_at,TSTA3,7264,GDP-L-fucose synthase,GFUS,"FX, P35B, SDR4E1, TSTA3",9606,HGNC:12390,TSTA3,TSTA3
213772_s_at,GGA2,23062,"golgi associated, gamma adaptin ear containing, ARF binding protein 2",GGA2,VEAR,9606,HGNC:16064,GGA2,GGA2
205498_at,GHR,2690,growth hormone receptor,GHR,"GHBP, GHIP",9606,HGNC:4263,GHR,GHR
207034_s_at,GLI2,2736,GLI family zinc finger 2,GLI2,"CJS, HPE9, PHS2, THP1, THP2",9606,HGNC:4318,GLI2,GLI2
209092_s_at,GLOD4,51031,glyoxalase domain containing 4,GLOD4,"C17orf25, CGI-150, HC6, HC71",9606,HGNC:14111,GLOD4,GLOD4
206662_at,GLRX,2745,glutaredoxin,GLRX,"GRX, GRX1",9606,HGNC:4330,GLRX,GLRX
212737_at,GM2A,2760,ganglioside GM2 activator,GM2A,"GM2-AP, GM2AP, SAP-3",9606,HGNC:4367,GM2A,GM2A
214106_s_at,GMDS,2762,"GDP-mannose 4,6-dehydratase",GMDS,"GMD, SDR3E1",9606,HGNC:4369,GMDS,GMDS
218350_s_at,GMNN,51053,geminin DNA replication inhibitor,GMNN,"Gem, MGORS6",9606,HGNC:17493,GMNN,GMNN
40562_at,GNA11,2767,G protein subunit alpha 11,GNA11,"FBH, FBH2, FHH2, GNA-11, HG1K",9606,HGNC:4379,GNA11,GNA11
205349_at,GNA15,2769,G protein subunit alpha 15,GNA15,"GNA16, HG1L",9606,HGNC:4383,GNA15,GNA15
209576_at,GNAI1,2770,G protein subunit alpha i1,GNAI1,"Gi, HG1B, NEDHISB",9606,HGNC:4384,GNAI1,GNAI1
201040_at,GNAI2,2771,G protein subunit alpha i2,GNAI2,"GIP, GNAI2B, HG1C, H_LUCA15.1, H_LUCA16.1",9606,HGNC:4385,GNAI2,GNAI2
200981_x_at,GNAS,2778,GNAS complex locus,GNAS,"AHO, C20orf45, GNAS1, GPSA, GSA",9606,HGNC:4392,GNAS,GNAS
204000_at,GNB5,10681,G protein subunit beta 5,GNB5,"GB5, HG2E, IDDCA, LADCI, gbeta5",9606,HGNC:4401,GNB5,GNB5
202382_s_at,GNPDA1,10007,glucosamine-6-phosphate deaminase 1,GNPDA1,"GNP1, GNPDA, GNPI, GPI, HLN",9606,HGNC:4417,GNPDA1,GNPDA1
204324_s_at,GOLIM4,27333,golgi integral membrane protein 4,GOLIM4,"GIMPC, GOLPH4, GPP130, P138",9606,HGNC:15448,GOLIM4,GOLIM4
218193_s_at,GOLT1B,51026,golgi transport 1B,GOLT1B,"CGI-141, GCT2, GOT1, GOT1B, YMR292W",9606,HGNC:20175,GOLT1B,GOLT1B
212485_at,GPATCH8,23131,G-patch domain containing 8,GPATCH8,"GPATC8, KIAA0553",9606,HGNC:29066,GPATCH8,GPATCH8
202756_s_at,GPC1,2817,glypican 1,GPC1,glypican,9606,HGNC:4449,GPC1,GPC1
210640_s_at,GPER,2852,G protein-coupled estrogen receptor 1,GPER1,"CEPR, CMKRL2, DRY12, FEG-1, GPCR-Br",9606,HGNC:4485,GPER,GPER
219327_s_at,GPRC5C,55890,G protein-coupled receptor class C group 5 member C,GPRC5C,"RAIG-3, RAIG3",9606,HGNC:13309,GPRC5C,GPRC5C
209409_at,GRB10,2887,growth factor receptor bound protein 10,GRB10,"GRB-IR, Grb-10, IRBP, MEG1, RSS",9606,HGNC:4564,GRB10,GRB10
210761_s_at,GRB7,2886,growth factor receptor bound protein 7,GRB7,,9606,HGNC:4567,GRB7,GRB7
201347_x_at,GRHPR,9380,glyoxylate and hydroxypyruvate reductase,GRHPR,"GLXR, GLYD, PH2",9606,HGNC:4570,GRHPR,GRHPR
200678_x_at,GRN,2896,granulin precursor,GRN,"CLN11, GEP, GP88, PCDGF, PEPI",9606,HGNC:4601,GRN,GRN
221549_at,GRWD1,83743,glutamate rich WD repeat containing 1,GRWD1,"CDW4, GRWD, RRB1, WDR28",9606,HGNC:21270,GRWD1,GRWD1
204418_x_at,GSTM2,2946,glutathione S-transferase mu 2,GSTM2,"GST4, GSTM, GSTM2-2, GTHMUS",9606,HGNC:4634,GSTM2,GSTM2
209531_at,GSTZ1,2954,glutathione S-transferase zeta 1,GSTZ1,"GSTZ1-1, MAAI, MAAID, MAI",9606,HGNC:4643,GSTZ1,GSTZ1
202678_at,GTF2A2,2958,general transcription factor IIA subunit 2,GTF2A2,"HsT18745, T18745, TF2A2, TFIIA, TFIIA-12",9606,HGNC:4647,GTF2A2,GTF2A2
202680_at,GTF2E2,2961,general transcription factor IIE subunit 2,GTF2E2,"FE, TF2E2, TFIIE-B, TTD6",9606,HGNC:4651,GTF2E2,GTF2E2
221046_s_at,GTPBP8,29083,GTP binding protein 8 (putative),GTPBP8,HSPC135,9606,HGNC:25007,GTPBP8,GTPBP8
201673_s_at,GYS1,2997,glycogen synthase 1,GYS1,"GSY, GYS",9606,HGNC:4706,GYS1,GYS1
212206_s_at,H2AFV,94239,H2A.Z variant histone 2,H2AZ2,"H2A.Z-2, H2AFV, H2AV",9606,HGNC:20664,H2AFV,H2AFV
209806_at,HIST1H2BK,85236,H2B clustered histone 12,H2BC12,"H2B/S, H2BFAiii, H2BFT, H2BK, HIST1H2BK",9606,HGNC:13954,HIST1H2BK,HIST1H2BK
202708_s_at,HIST2H2BE,8349,H2B clustered histone 21,H2BC21,"GL105, H2B, H2B-GL105, H2B.1, H2BE",9606,HGNC:4760,HIST2H2BE,HIST2H2BE
209911_x_at,HIST1H2BD,3017,H2B clustered histone 5,H2BC5,"H2B.1B, H2B/a, H2B/b, H2B/g, H2B/h",9606,HGNC:4747,HIST1H2BD,HIST1H2BD
219654_at,PTPLA,9200,3-hydroxyacyl-CoA dehydratase 1,HACD1,"CAP, PTPLA",9606,HGNC:9639,PTPLA,PTPLA
217777_s_at,PTPLAD1,51495,3-hydroxyacyl-CoA dehydratase 3,HACD3,"B-IND1, BIND1, HSPC121, PTPLAD1",9606,HGNC:24175,PTPLAD1,PTPLAD1
201036_s_at,HADH,3033,hydroxyacyl-CoA dehydrogenase,HADH,"HAD, HADH1, HADHSC, HCDH, HHF4",9606,HGNC:4799,HADH,HADH
201007_at,HADHB,3032,hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit beta,HADHB,"ECHB, MSTP029, MTPB, TP-BETA",9606,HGNC:4803,HADHB,HADHB
203138_at,HAT1,8520,histone acetyltransferase 1,HAT1,KAT1,9606,HGNC:4821,HAT1,HAT1
205919_at,HBE1,3046,hemoglobin subunit epsilon 1,HBE1,HBE,9606,HGNC:4830,HBE1,HBE1
201833_at,HDAC2,3066,histone deacetylase 2,HDAC2,"HD2, KDAC2, RPD3, YAF1",9606,HGNC:4853,HDAC2,HDAC2
204225_at,HDAC4,9759,histone deacetylase 4,HDAC4,"AHO3, BDMR, HA6116, HD4, HDAC-4",9606,HGNC:14063,HDAC4,HDAC4
206846_s_at,HDAC6,10013,histone deacetylase 6,HDAC6,"CPBHM, HD6, JM21, PPP1R90",9606,HGNC:14064,HDAC6,HDAC6
209526_s_at,HDGFRP3,50810,HDGF like 3,HDGFL3,"CGI-142, HDGF-2, HDGF2, HDGFRP3, HRP-3",9606,HGNC:24937,HDGFRP3,HDGFRP3
218595_s_at,HEATR1,55127,HEAT repeat containing 1,HEATR1,"BAP28, UTP10",9606,HGNC:25517,HEATR1,HEATR1
218450_at,HEBP1,50865,heme binding protein 1,HEBP1,"HBP, HEBP",9606,HGNC:17176,HEBP1,HEBP1
219352_at,HERC6,55008,HECT and RLD domain containing E3 ubiquitin protein ligase family member 6,HERC6,,9606,HGNC:26072,HERC6,HERC6
217168_s_at,HERPUD1,9709,homocysteine inducible ER protein with ubiquitin like domain 1,HERPUD1,"HERP, Mif1, SUP",9606,HGNC:13744,HERPUD1,HERPUD1
203395_s_at,HES1,3280,hes family bHLH transcription factor 1,HES1,"HES-1, HHL, HRY, bHLHb39",9606,HGNC:5192,HES1,HES1
200989_at,HIF1A,3091,hypoxia inducible factor 1 subunit alpha,HIF1A,"HIF-1-alpha, HIF-1A, HIF-1alpha, HIF1, HIF1-ALPHA",9606,HGNC:4910,HIF1A,HIF1A
200697_at,HK1,3098,hexokinase 1,HK1,"HK, HK1-ta, HK1-tb, HK1-tc, HKD",9606,HGNC:4922,HK1,HK1
217478_s_at,HLA-DMA,3108,"major histocompatibility complex, class II, DM alpha",HLA-DMA,"D6S222E, DMA, HLADM, RING6",9606,HGNC:4934,HLA-DMA,HLA-DMA
208894_at,HLA-DRA,3122,"major histocompatibility complex, class II, DR alpha",HLA-DRA,HLA-DRA1,9606,HGNC:4947,HLA-DRA,HLA-DRA
204755_x_at,HLF,3131,"HLF transcription factor, PAR bZIP family member",HLF,,9606,HGNC:4977,HLF,HLF
210719_s_at,HMG20B,10362,high mobility group 20B,HMG20B,"BRAF25, BRAF35, HMGX2, HMGXB2, PP7706",9606,HGNC:5002,HMG20B,HMG20B
208025_s_at,HMGA2,8091,high mobility group AT-hook 2,HMGA2,"BABL, HMGI-C, HMGIC, LIPO, SRS5",9606,HGNC:5009,HMGA2,HMGA2
202772_at,HMGCL,3155,3-hydroxy-3-methylglutaryl-CoA lyase,HMGCL,HL,9606,HGNC:5005,HMGCL,HMGCL
202540_s_at,HMGCR,3156,3-hydroxy-3-methylglutaryl-CoA reductase,HMGCR,LDLCQ3,9606,HGNC:5006,HMGCR,HMGCR
221750_at,HMGCS1,3157,3-hydroxy-3-methylglutaryl-CoA synthase 1,HMGCS1,HMGCS,9606,HGNC:5007,HMGCS1,HMGCS1
203665_at,HMOX1,3162,heme oxygenase 1,HMOX1,"HMOX1D, HO-1, HSP32, bK286B10",9606,HGNC:5013,HMOX1,HMOX1
217080_s_at,HOMER2,9455,homer scaffold protein 2,HOMER2,"ACPD, CPD, DFNA68, HOMER-2, VESL-2",9606,HGNC:17513,HOMER2,HOMER2
218780_at,HOOK2,29911,hook microtubule tethering protein 2,HOOK2,HK2,9606,HGNC:19885,HOOK2,HOOK2
213150_at,HOXA10,3206,homeobox A10,HOXA10,"HOX1, HOX1.8, HOX1H, PL",9606,HGNC:5100,HOXA10,HOXA10
213844_at,HOXA5,3202,homeobox A5,HOXA5,"HOX1, HOX1.3, HOX1C",9606,HGNC:5106,HOXA5,HOXA5
202854_at,HPRT1,3251,hypoxanthine phosphoribosyltransferase 1,HPRT1,"HGPRT, HPRT",9606,HGNC:5157,HPRT1,HPRT1
